Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD),Duration
142376493,05/31/2023 06:55,06/01/2023 21:02,USDCHF,Sell,0.070,0.00000,0.00000,0.90810,0.90614,0.0000,0.0,19.6,15.07,0.4,Sell Baby Termite: USDCHF,12345.0,10.8,4h 7m,68.7,3.17,20.9,16.093,-66.2,-50.974,24.0,98.5,-1.3,-1.0,1 days 14:07:43
142377263,05/31/2023 08:05,06/01/2023 16:33,EURUSD,Buy,0.070,0.00000,0.00000,1.06962,1.07196,0.0000,0.0,23.4,16.38,0.44,Buy Baby Termite: EURUSD,12345.0,12.9,4h 11m,63.0,2.48,24.2,16.939999999999998,-60.1,-42.07,28.7,99.1,-0.8,-0.56,1 days 08:28:16
142353741,05/30/2023 15:00,05/30/2023 16:00,EURUSD,Sell,0.070,0.00000,0.00000,1.07433,1.07224,0.0000,0.0,20.9,14.63,0.4,Sell Baby Termite: EURUSD,12345.0,85.3,51m,3.5,0.06,23.2,16.24,-1.3,-0.91,94.7,90.6,-2.3,-1.61,0 days 01:00:17
142232084,05/24/2023 08:35,05/25/2023 19:38,EURNZD,Sell,0.080,0.00000,0.00000,1.74775,1.77278,0.0000,0.0,-250.3,-121.68,-3.23,Sell Baby Termite: EURNZD,12345.0,0.0,0s,258.7,263.16,0.0,0.0,-258.7,-126.763,0.0,3.2,-250.3,-122.65,1 days 11:03:49
142234673,05/24/2023 10:20,05/25/2023 19:38,EURNZD,Sell,0.240,0.00000,0.00000,1.75568,1.77267,0.0000,0.0,-169.9,-247.79,-6.18,Sell Baby Termite: EURNZD,12345.0,2.1,41m,192.8,13.4,13.4,19.564,-179.4,-261.924,7.0,4.9,-183.3,-267.62,1 days 09:18:45
142070759,05/17/2023 11:10,05/24/2023 05:00,NZDCHF,Sell,0.070,0.00000,0.00000,0.56041,0.55854,0.0000,0.0,18.7,14.45,0.36,Sell Baby Termite: NZDCHF,12345.0,0.5,48m,71.0,1.96,33.9,26.103,-66.4,-51.12800000000001,33.8,84.8,-15.2,-11.7,6 days 17:50:57
142139465,05/19/2023 12:40,05/22/2023 01:22,EURNZD,Buy,0.210,0.00000,0.00000,1.71849,1.72521,0.0000,0.0,67.2,88.04,2.44,Buy Baby Termite: EURNZD,12345.0,98.1,2d 11h ,45.1,0.24,68.1,89.211,-16.5,-21.615,80.5,98.9,-0.9,-1.18,2 days 12:42:47
142071873,05/17/2023 12:05,05/22/2023 01:22,EURNZD,Buy,0.070,0.00000,0.00000,1.73562,1.72523,0.0000,0.0,-103.9,-45.83,-1.26,Buy Baby Termite: EURNZD,12345.0,1.3,1h 25m,196.6,21.37,8.8,3.872,-187.8,-82.632,4.5,42.7,-112.7,-49.59,4 days 13:17:43
142034183,05/16/2023 09:55,05/17/2023 05:49,NZDCHF,Buy,0.070,0.00000,0.00000,0.55800,0.55981,0.0000,0.0,18.1,14.08,0.39,Buy Baby Termite: NZDCHF,12345.0,78.3,15h 35m,15.0,0.34,18.4,14.352,-6.3,-4.914,74.5,98.8,-0.3,-0.23,0 days 19:54:18
141971229,05/12/2023 11:25,05/16/2023 02:14,NZDCHF,Buy,0.070,0.00000,0.00000,0.55722,0.55903,0.0000,0.0,18.1,14.07,0.39,Buy Baby Termite: NZDCHF,12345.0,16.9,14h 40m,38.1,1.69,19.1,14.898,-32.3,-25.194,37.2,98.1,-1.0,-0.78,3 days 14:49:54
141967940,05/12/2023 08:40,05/15/2023 23:33,EURNZD,Sell,0.070,0.00000,0.00000,1.74637,1.74310,0.0000,0.0,32.7,14.21,0.39,Sell Baby Termite: EURNZD,12345.0,7.4,6h 25m,102.7,2.39,37.5,16.125,-89.7,-38.571,29.5,96.2,-4.8,-2.06,3 days 14:53:39
141874849,05/09/2023 18:30,05/11/2023 11:52,CADCHF,Buy,0.070,0.00000,0.00000,0.66528,0.66705,0.0000,0.0,17.7,13.78,0.38,Buy Baby Termite: CADCHF,12345.0,36.5,15h 5m,37.5,1.16,18.6,14.508,-21.5,-16.77,46.4,97.8,-0.9,-0.7,1 days 17:21:58
141868967,05/09/2023 15:50,05/10/2023 10:05,EURUSD,Buy,0.070,0.00000,0.00000,1.09579,1.09791,0.0000,0.0,21.2,14.84,0.41,Buy Baby Termite: EURUSD,12345.0,83.2,15h 11m,16.1,0.56,22.0,15.4,-12.3,-8.61,64.1,97.7,-0.8,-0.56,0 days 18:15:11
141832590,05/08/2023 09:40,05/08/2023 12:20,EURUSD,Sell,0.060,0.00000,0.00000,1.10458,1.10258,0.0000,0.0,20.0,12.0,0.36,Sell Baby Termite: EURUSD,12345.0,37.9,1h 0m,14.0,0.35,21.1,12.66,-7.3,-4.38,74.3,96.1,-1.1,-0.66,0 days 02:40:46
141796767,05/05/2023 08:05,05/05/2023 13:46,EURUSD,Sell,0.060,0.00000,0.00000,1.10427,1.10226,0.0000,0.0,20.1,12.06,0.36,Sell Baby Termite: EURUSD,12345.0,85.7,4h 52m,15.8,0.21,20.8,12.48,-4.4,-2.64,82.5,97.2,-0.7,-0.42,0 days 05:41:28
141713569,05/03/2023 06:55,05/05/2023 11:50,USDCHF,Buy,0.060,0.00000,0.00000,0.89098,0.89277,0.0000,0.0,17.9,11.97,0.36,Buy Baby Termite: USDCHF,12345.0,5.2,2h 45m,93.3,4.6,19.2,12.864,-88.2,-59.09400000000001,17.9,98.8,-1.3,-0.87,2 days 04:55:19
141712204,05/03/2023 05:15,05/05/2023 09:38,CADCHF,Buy,0.060,0.00000,0.00000,0.65445,0.65623,0.0000,0.0,17.8,11.99,0.36,Buy Baby Termite: CADCHF,12345.0,15.5,8h 7m,71.6,3.84,17.8,11.926000000000002,-68.4,-45.82800000000001,20.6,100.0,0.0,0.0,2 days 04:23:52
141711132,05/03/2023 04:45,05/04/2023 17:55,EURUSD,Sell,0.060,0.00000,0.00000,1.10185,1.09982,0.0000,0.0,20.3,12.18,0.37,Sell Baby Termite: EURUSD,12345.0,3.0,1h 6m,73.6,2.65,27.1,16.26,-71.9,-43.14,27.4,93.1,-6.8,-4.08,1 days 13:10:36
141718851,05/03/2023 12:25,05/04/2023 15:23,NZDCHF,Buy,0.060,0.00000,0.00000,0.55359,0.55537,0.0000,0.0,17.8,11.98,0.37,Buy Baby Termite: NZDCHF,12345.0,17.4,4h 41m,60.1,2.94,17.8,11.926000000000002,-52.3,-35.041,25.4,100.0,0.0,0.0,1 days 02:58:07
141659614,05/01/2023 19:30,05/02/2023 16:50,CADCHF,Sell,0.060,0.00000,0.00000,0.66176,0.65994,0.0000,0.0,18.2,12.1,0.37,Sell Baby Termite: CADCHF,12345.0,78.6,16h 46m,32.0,0.47,21.7,14.322,-10.3,-6.798000000000001,67.8,89.1,-3.5,-2.31,0 days 21:20:04
141402228,04/20/2023 04:20,05/02/2023 09:09,NZDCHF,Buy,0.050,0.00000,0.00000,0.55290,0.55505,0.0000,0.0,21.5,11.94,0.37,Buy Baby Termite: NZDCHF,12345.0,4.8,14h 3m,104.2,3.84,24.5,13.72,-94.0,-52.64000000000001,20.7,97.5,-3.0,-1.68,12 days 04:49:41
141659254,05/01/2023 19:10,05/02/2023 04:27,USDCHF,Sell,0.060,0.00000,0.00000,0.89633,0.89453,0.0000,0.0,18.0,12.02,0.37,Sell Baby Termite: USDCHF,12345.0,89.1,8h 17m,26.7,0.12,29.9,20.033,-3.5,-2.345,89.5,64.4,-11.9,-7.97,0 days 09:17:54
141658993,05/01/2023 19:00,05/02/2023 04:22,EURUSD,Buy,0.060,0.00000,0.00000,1.09701,1.09902,0.0000,0.0,20.1,12.06,0.37,Buy Baby Termite: EURUSD,12345.0,67.4,6h 19m,9.6,0.24,22.9,13.739999999999998,-5.5,-3.3,80.6,90.1,-2.8,-1.68,0 days 09:22:29
141610911,04/28/2023 10:30,04/28/2023 19:24,CADCHF,Buy,0.060,0.00000,0.00000,0.65609,0.65791,0.0000,0.0,18.2,12.18,0.38,Buy Baby Termite: CADCHF,12345.0,59.1,5h 15m,25.3,0.88,18.4,12.328,-16.2,-10.854,53.2,99.4,-0.2,-0.13,0 days 08:54:05
141541844,04/26/2023 11:55,04/28/2023 11:02,EURUSD,Sell,0.150,0.00000,0.00000,1.10389,1.09919,0.0000,0.0,47.0,70.5,2.25,Sell Baby Termite: EURUSD,12345.0,54.6,1d 1h ,62.5,1.03,53.7,80.55000000000001,-55.1,-82.65,49.4,93.8,-6.7,-10.05,1 days 23:07:52
141173890,04/11/2023 05:00,04/28/2023 11:02,EURUSD,Sell,0.050,0.00000,0.00000,1.08776,1.09920,0.0000,0.0,-114.4,-57.2,-1.79,Sell Baby Termite: EURUSD,12345.0,0.0,0s,210.2,212.77,0.0,0.0,-210.2,-105.1,0.0,45.6,-114.4,-57.2,17 days 06:02:52
141535724,04/26/2023 06:40,04/27/2023 15:45,CADCHF,Buy,0.180,0.00000,0.00000,0.65378,0.65781,0.0000,0.0,40.3,80.48,2.58,Buy Baby Termite: CADCHF,12345.0,33.0,10h 55m,43.1,0.93,40.3,80.6,-37.5,-75.0,51.8,100.0,0.0,0.0,1 days 09:05:28
141405465,04/20/2023 09:30,04/27/2023 15:45,CADCHF,Buy,0.060,0.00000,0.00000,0.66531,0.65781,0.0000,0.0,-75.0,-50.43,-1.59,Buy Baby Termite: CADCHF,12345.0,0.5,52m,160.5,19.88,7.7,5.159000000000001,-152.8,-102.37600000000002,4.8,48.5,-82.7,-55.41,7 days 06:15:29
141548571,04/26/2023 14:45,04/27/2023 14:14,EURNZD,Sell,0.180,0.00000,0.00000,1.80292,1.79490,0.0000,0.0,80.2,88.41,2.87,Sell Baby Termite: EURNZD,12345.0,56.3,13h 13m,60.1,0.64,80.2,88.22000000000001,-51.2,-56.32000000000001,61.0,100.0,0.0,0.0,0 days 23:29:28
141435956,04/21/2023 05:40,04/27/2023 14:14,EURNZD,Sell,0.060,0.00000,0.00000,1.78068,1.79490,0.0000,0.0,-142.2,-52.78,-1.69,Sell Baby Termite: EURNZD,12345.0,0.9,1h 22m,273.3,19.27,13.5,4.995,-259.8,-96.126,4.9,43.0,-155.7,-57.61,6 days 08:34:28
141521641,04/25/2023 19:45,04/26/2023 13:37,USDCHF,Sell,0.060,0.00000,0.00000,0.89257,0.88812,0.0000,0.0,44.5,29.91,0.97,Sell Baby Termite: USDCHF,12345.0,100.0,17h 52m,21.5,0.02,45.1,30.217,0.0,0.0,100.0,98.7,-0.6,-0.4,0 days 17:52:29
141288586,04/14/2023 17:05,04/24/2023 10:52,USDCHF,Sell,0.050,0.00000,0.00000,0.89231,0.89052,0.0000,0.0,17.9,10.0,0.32,Sell Baby Termite: USDCHF,12345.0,4.8,11h 13m,77.7,3.92,19.8,11.088,-77.7,-43.51200000000001,20.3,98.1,-1.9,-1.06,9 days 17:47:51
141099191,04/06/2023 15:35,04/20/2023 06:03,EURNZD,Sell,0.040,0.00000,0.00000,1.73928,1.77986,0.0000,0.0,-405.8,-100.42,-3.37,Sell Baby Termite: EURNZD,12345.0,0.0,0s,405.8,416.67,0.0,0.0,-405.8,-101.45,0.0,0.0,-405.8,-101.45,13 days 14:28:33
141387537,04/19/2023 17:55,04/20/2023 01:45,NZDCHF,Sell,0.050,0.00000,0.00000,0.55804,0.55570,0.0000,0.0,23.4,12.97,0.44,Sell Baby Termite: NZDCHF,12345.0,96.4,7h 33m,15.6,0.09,39.0,21.450000000000003,-3.5,-1.9250000000000005,91.8,63.3,-15.6,-8.58,0 days 07:50:03
141344385,04/18/2023 10:05,04/18/2023 14:50,CADCHF,Sell,0.050,0.00000,0.00000,0.67122,0.66950,0.0000,0.0,17.2,9.55,0.32,Sell Baby Termite: CADCHF,12345.0,90.3,4h 17m,8.4,0.24,18.0,10.080000000000002,-4.3,-2.408,80.7,96.4,-0.8,-0.45,0 days 04:45:15
141295510,04/14/2023 19:45,04/18/2023 10:15,NZDCHF,Buy,0.050,0.00000,0.00000,0.55550,0.55731,0.0000,0.0,18.1,10.02,0.34,Buy Baby Termite: NZDCHF,12345.0,7.6,6h 34m,23.5,1.29,18.2,10.01,-23.5,-12.925,43.6,99.8,-0.1,-0.05,3 days 14:30:27
141248970,04/13/2023 15:15,04/14/2023 15:34,USDCHF,Buy,0.050,0.00000,0.00000,0.89008,0.89193,0.0000,0.0,18.5,10.32,0.35,Buy Baby Termite: USDCHF,12345.0,1.1,16m,40.5,1.97,19.7,11.032,-38.9,-21.784,33.6,98.0,-1.2,-0.67,1 days 00:19:45
141246955,04/13/2023 12:40,04/13/2023 16:49,NZDCHF,Buy,0.120,0.00000,0.00000,0.55554,0.55856,0.0000,0.0,30.2,40.65,1.4,Buy Baby Termite: NZDCHF,12345.0,97.6,4h 3m,10.7,0.04,30.2,40.77,-1.1,-1.4850000000000003,96.5,100.0,0.0,0.0,0 days 04:09:35
141107681,04/06/2023 17:55,04/13/2023 16:49,NZDCHF,Buy,0.040,0.00000,0.00000,0.56540,0.55856,0.0000,0.0,-68.4,-31.0,-1.06,Buy Baby Termite: NZDCHF,12345.0,16.5,1d 3h ,115.5,6.22,16.0,7.2,-99.5,-44.775,13.9,26.9,-84.4,-37.98,6 days 22:54:39
141241855,04/13/2023 07:35,04/13/2023 11:07,CADCHF,Sell,0.050,0.00000,0.00000,0.66767,0.66585,0.0000,0.0,18.2,10.15,0.35,Sell Baby Termite: CADCHF,12345.0,43.0,1h 31m,7.4,0.35,18.2,10.192,-6.4,-3.5840000000000005,74.0,100.0,0.0,0.0,0 days 03:32:14
141154292,04/10/2023 16:45,04/11/2023 00:03,USDCHF,Sell,0.050,0.00000,0.00000,0.91049,0.90945,0.0000,0.0,10.4,5.69,0.2,Sell Baby Termite: USDCHF,12345.0,64.5,4h 42m,29.0,0.37,39.4,21.67,-14.4,-7.920000000000001,73.2,46.1,-29.0,-15.95,0 days 07:18:33
141095120,04/06/2023 12:00,04/10/2023 17:55,CADCHF,Buy,0.040,0.00000,0.00000,0.67107,0.67338,0.0000,0.0,23.1,10.08,0.35,Buy Baby Termite: CADCHF,12345.0,14.9,15h 11m,46.6,1.5,23.1,10.164,-34.7,-15.268,40.0,100.0,0.0,0.0,4 days 05:55:16
141057735,04/05/2023 11:20,04/05/2023 20:45,CADCHF,Buy,0.040,0.00000,0.00000,0.67198,0.67381,0.0000,0.0,18.3,8.03,0.35,Buy Baby Termite: CADCHF,12345.0,56.2,5h 17m,20.5,0.49,18.7,8.228,-9.2,-4.048,67.0,98.6,-0.4,-0.18,0 days 09:25:25
141059797,04/05/2023 13:10,04/05/2023 18:41,NZDCHF,Buy,0.040,0.00000,0.00000,0.57098,0.57282,0.0000,0.0,18.4,8.09,0.35,Buy Baby Termite: NZDCHF,12345.0,43.6,2h 24m,18.8,0.99,18.9,8.315999999999999,-18.8,-8.272,50.1,98.7,-0.5,-0.22,0 days 05:30:55
141023983,04/04/2023 12:15,04/05/2023 05:00,NZDCHF,Buy,0.040,0.00000,0.00000,0.57361,0.57598,0.0000,0.0,23.7,10.42,0.48,Buy Baby Termite: NZDCHF,12345.0,22.0,3h 41m,49.4,1.05,31.8,13.992,-33.4,-14.696,48.8,87.6,-8.1,-3.56,0 days 16:45:03
141024321,04/04/2023 12:25,04/04/2023 13:38,EURNZD,Sell,0.040,0.00000,0.00000,1.73679,1.73356,0.0000,0.0,32.3,8.1,0.37,Sell Baby Termite: EURNZD,12345.0,100.0,1h 13m,12.9,0.03,35.2,8.8,0.0,0.0,100.0,91.8,-2.9,-0.73,0 days 01:13:53
140993548,04/03/2023 15:50,04/03/2023 16:59,NZDCHF,Sell,0.040,0.00000,0.00000,0.57526,0.57346,0.0000,0.0,18.0,7.84,0.36,Sell Baby Termite: NZDCHF,12345.0,90.0,1h 2m,5.7,0.15,21.8,9.592,-3.2,-1.408,87.2,84.8,-3.8,-1.67,0 days 01:09:08
140875352,03/29/2023 11:50,04/03/2023 15:00,NZDCHF,Buy,0.040,0.00000,0.00000,0.57339,0.57522,0.0000,0.0,18.3,7.96,0.37,Buy Baby Termite: NZDCHF,12345.0,8.5,10h 28m,49.4,1.89,19.4,8.341999999999999,-36.7,-15.781,34.6,98.0,-1.1,-0.47,5 days 03:10:48
140911598,03/30/2023 10:40,04/03/2023 08:39,USDCHF,Buy,0.040,0.00000,0.00000,0.91690,0.91875,0.0000,0.0,18.5,8.02,0.37,Buy Baby Termite: USDCHF,12345.0,7.9,7h 25m,57.3,2.69,18.6,7.998,-50.1,-21.543,27.1,99.9,-0.1,-0.04,3 days 21:59:35
140916544,03/30/2023 15:05,03/30/2023 19:40,EURNZD,Sell,0.040,0.00000,0.00000,1.74623,1.74301,0.0000,0.0,32.2,8.02,0.38,Sell Baby Termite: EURNZD,12345.0,66.2,3h 2m,38.8,0.82,34.0,8.5,-27.9,-6.975,54.9,97.1,-1.8,-0.45,0 days 04:35:36
140878325,03/29/2023 13:05,03/30/2023 10:06,EURNZD,Sell,0.040,0.00000,0.00000,1.73908,1.73585,0.0000,0.0,32.3,8.02,0.38,Sell Baby Termite: EURNZD,12345.0,4.4,55m,73.4,1.54,39.4,9.85,-60.5,-15.125,39.4,92.9,-7.1,-1.78,0 days 21:01:31
140761086,03/24/2023 11:10,03/27/2023 11:09,USDCHF,Sell,0.040,0.00000,0.00000,0.91860,0.91678,0.0000,0.0,18.2,7.9,0.37,Sell Baby Termite: USDCHF,12345.0,79.1,2d 8h ,38.6,1.13,21.2,9.116,-23.9,-10.277,47.0,93.3,-3.0,-1.29,2 days 23:59:03
140646366,03/21/2023 12:55,03/23/2023 11:03,NZDCHF,Buy,0.040,0.00000,0.00000,0.57399,0.57581,0.0000,0.0,18.2,7.9,0.37,Buy Baby Termite: NZDCHF,12345.0,14.0,6h 27m,52.1,2.77,18.8,8.084,-52.1,-22.403,26.5,99.2,-0.6,-0.26,1 days 22:08:09
140651251,03/21/2023 16:00,03/21/2023 21:18,EURUSD,Sell,0.040,0.00000,0.00000,1.07807,1.07603,0.0000,0.0,20.4,8.16,0.39,Sell Baby Termite: EURUSD,12345.0,93.8,4h 59m,21.6,0.32,20.8,8.32,-6.7,-2.68,75.6,98.5,-0.4,-0.16,0 days 05:18:49
140585600,03/17/2023 21:50,03/20/2023 10:02,EURUSD,Sell,0.040,0.00000,0.00000,1.06768,1.06567,0.0000,0.0,20.1,8.04,0.38,Sell Baby Termite: EURUSD,12345.0,11.7,7h 2m,22.2,0.5,25.0,10.0,-12.6,-5.04,66.5,87.0,-4.9,-1.96,2 days 12:12:23
140566660,03/17/2023 11:15,03/17/2023 13:07,EURUSD,Sell,0.040,0.00000,0.00000,1.06598,1.06400,0.0000,0.0,19.8,7.92,0.38,Sell Baby Termite: EURUSD,12345.0,91.2,1h 42m,9.9,0.1,22.2,8.88,-2.2,-0.8800000000000001,91.0,90.2,-2.4,-0.96,0 days 01:52:06
140336819,03/09/2023 22:05,03/16/2023 20:57,CADCHF,Buy,0.040,0.00000,0.00000,0.67689,0.67877,0.0000,0.0,18.8,8.03,0.39,Buy Baby Termite: CADCHF,12345.0,4.7,7h 50m,168.6,8.67,18.8,8.084,-162.8,-70.004,10.4,100.0,0.0,0.0,6 days 22:52:08
140511628,03/16/2023 01:20,03/16/2023 02:12,USDCHF,Sell,0.040,0.00000,0.00000,0.93342,0.93153,0.0000,0.0,18.9,8.08,0.39,Sell Baby Termite: USDCHF,12345.0,100.0,52m,4.6,0.05,19.2,8.256,0.0,0.0,100.0,98.4,-0.3,-0.13,0 days 00:52:15
140405278,03/13/2023 13:30,03/13/2023 15:40,EURUSD,Buy,0.040,0.00000,0.00000,1.06658,1.06862,0.0000,0.0,20.4,8.16,0.4,Buy Baby Termite: EURUSD,12345.0,79.4,1h 43m,23.2,0.69,20.4,8.16,-14.1,-5.640000000000001,59.1,100.0,0.0,0.0,0 days 02:10:10
140345169,03/10/2023 01:20,03/13/2023 13:30,NZDCHF,Buy,0.120,0.00000,0.00000,0.56879,0.56395,0.0000,0.0,-48.4,-63.83,-3.01,Buy Baby Termite: NZDCHF,12345.0,3.0,2h 31m,73.2,7.32,8.8,11.616,-64.4,-85.00800000000001,12.0,21.9,-57.2,-75.5,3 days 12:10:01
140173048,03/06/2023 11:10,03/13/2023 13:30,NZDCHF,Buy,0.040,0.00000,0.00000,0.57810,0.56395,0.0000,0.0,-141.5,-62.2,-2.85,Buy Baby Termite: NZDCHF,12345.0,2.7,4h 35m,165.2,20.49,7.7,3.388,-157.5,-69.3,4.7,9.7,-149.2,-65.65,7 days 02:19:59
140137762,03/03/2023 09:35,03/07/2023 17:56,USDCHF,Buy,0.040,0.00000,0.00000,0.93899,0.94088,0.0000,0.0,18.9,7.99,0.37,Buy Baby Termite: USDCHF,12345.0,3.2,3h 20m,111.7,5.46,18.9,7.937999999999999,-103.1,-43.30199999999999,15.5,100.0,0.0,0.0,4 days 08:21:06
140036545,02/28/2023 21:05,03/06/2023 09:35,NZDCHF,Sell,0.040,0.00000,0.00000,0.58141,0.57952,0.0000,0.0,18.9,8.07,0.37,Sell Baby Termite: NZDCHF,12345.0,40.0,2d 5h ,72.8,3.24,21.8,9.374,-70.6,-30.358,23.6,96.9,-2.9,-1.25,5 days 12:30:38
139913976,02/23/2023 10:45,03/06/2023 09:30,CADCHF,Sell,0.040,0.00000,0.00000,0.68872,0.68680,0.0000,0.0,19.2,8.19,0.38,Sell Baby Termite: CADCHF,12345.0,29.6,3d 5h ,63.9,1.83,24.6,10.578,-45.0,-19.35,35.3,92.2,-5.4,-2.32,10 days 22:45:05
140103065,03/02/2023 09:15,03/02/2023 10:54,USDCHF,Sell,0.040,0.00000,0.00000,0.94357,0.94166,0.0000,0.0,19.1,8.07,0.37,Sell Baby Termite: USDCHF,12345.0,97.0,1h 36m,5.5,0.19,20.6,8.652000000000001,-4.0,-1.68,83.7,93.9,-1.5,-0.63,0 days 01:39:46
140057763,03/01/2023 08:15,03/02/2023 08:53,EURUSD,Sell,0.040,0.00000,0.00000,1.05958,1.06385,0.0000,0.0,-42.7,-17.08,-0.79,Sell Baby Termite: EURUSD,12345.0,0.0,0s,91.2,91.74,0.0,0.0,-91.2,-36.48,0.0,53.2,-42.7,-17.08,1 days 00:38:29
140064533,03/01/2023 13:00,03/02/2023 08:53,EURUSD,Sell,0.120,0.00000,0.00000,1.06675,1.06383,0.0000,0.0,29.2,35.04,1.64,Sell Baby Termite: EURUSD,12345.0,64.5,12h 49m,30.6,0.61,32.1,38.52,-19.5,-23.4,62.2,94.4,-2.9,-3.48,0 days 19:53:17
140059540,03/01/2023 09:30,03/02/2023 08:52,USDCHF,Buy,0.040,0.00000,0.00000,0.93987,0.94265,0.0000,0.0,27.8,11.74,0.55,Buy Baby Termite: USDCHF,12345.0,42.4,9h 54m,48.6,1.37,33.7,14.154,-46.1,-19.362,42.2,92.6,-5.9,-2.48,0 days 23:22:55
139952246,02/24/2023 15:35,03/01/2023 05:23,EURNZD,Sell,0.040,0.00000,0.00000,1.71133,1.70809,0.0000,0.0,32.4,8.0,0.38,Sell Baby Termite: EURNZD,12345.0,58.7,2d 16h ,198.8,5.3,32.8,8.2,-173.7,-43.425,15.9,99.8,-0.4,-0.1,4 days 13:48:46
139952248,02/24/2023 15:35,02/28/2023 17:54,NZDCHF,Buy,0.040,0.00000,0.00000,0.57853,0.58043,0.0000,0.0,19.0,8.07,0.38,Buy Baby Termite: NZDCHF,12345.0,15.7,15h 26m,46.7,1.44,20.4,8.568,-29.4,-12.348,41.0,97.2,-1.4,-0.59,4 days 02:19:42
139959429,02/24/2023 18:00,02/27/2023 17:09,USDCHF,Sell,0.120,0.00000,0.00000,0.93969,0.93650,0.0000,0.0,31.9,40.67,1.97,Sell Baby Termite: USDCHF,12345.0,4.3,3h 3m,36.5,0.94,34.1,43.307,-31.9,-40.513,51.7,96.7,-2.2,-2.79,2 days 23:09:03
139915734,02/23/2023 11:45,02/27/2023 17:09,USDCHF,Sell,0.040,0.00000,0.00000,0.93256,0.93650,0.0000,0.0,-39.4,-16.91,-0.81,Sell Baby Termite: USDCHF,12345.0,3.3,3h 20m,113.9,9.65,10.7,4.601,-103.2,-44.376,9.4,56.0,-50.1,-21.54,4 days 05:24:02
139831652,02/21/2023 04:55,02/21/2023 10:15,EURUSD,Buy,0.040,0.00000,0.00000,1.06653,1.06844,0.0000,0.0,19.1,7.64,0.37,Buy Baby Termite: EURUSD,12345.0,64.8,3h 27m,13.1,0.25,19.1,7.640000000000001,-4.7,-1.88,80.3,100.0,0.0,0.0,0 days 05:20:02
139817011,02/20/2023 15:30,02/21/2023 08:41,NZDCHF,Sell,0.040,0.00000,0.00000,0.57747,0.57562,0.0000,0.0,18.5,7.97,0.39,Sell Baby Termite: NZDCHF,12345.0,72.5,12h 28m,22.6,0.32,22.6,9.718,-7.3,-3.139,75.6,86.3,-4.1,-1.76,0 days 17:11:45
139812954,02/20/2023 10:10,02/20/2023 14:33,EURUSD,Sell,0.040,0.00000,0.00000,1.06980,1.06778,0.0000,0.0,20.2,8.08,0.39,Sell Baby Termite: EURUSD,12345.0,97.0,4h 15m,12.9,0.13,20.2,8.08,-2.6,-1.04,88.6,100.0,0.0,0.0,0 days 04:23:15
